# Disease ID,Gene ID,edge_weight
C0236969,2893,1
C0236969,2898,1
C0236969,29119,1
C0236969,29126,1
C0236969,2915,1
C0236969,2917,1
C0236969,29922,1
C0236969,344805,1
C0236969,3643,1
C0236969,3899,1
C0236969,3983,1
C0236969,401207,1
C0236969,4482,1
C0236969,4646,1
C0236969,481,1
C0236969,4852,1
C0236969,4897,1
C0236969,4985,1
C0236969,5087,1
C0236969,51082,1
C0236969,51151,1
C0236969,5137,1
C0236969,51660,1
C0236969,5366,1
C0236969,54927,1
C0236969,55198,1
C0236969,55297,1
C0236969,55690,1
C0236969,55691,1
C0236969,55717,1
C0236969,55742,1
C0236969,5581,1
C0236969,5583,1
C0236969,55930,1
C0236969,57451,1
C0236969,5768,1
C0236969,57733,1
C0236969,5890,1
C0236969,64131,1
C0236969,64478,1
C0236969,64866,1
C0236969,65217,1
C0236969,6532,1
C0236969,6555,1
C0236969,6581,1
C0236969,7260,1
C0236969,79632,1
C0236969,79750,1
C0236969,79809,1
C0236969,79875,1
C0236969,80031,1
C0236969,80034,1
C0236969,80095,1
C0236969,80206,1
C0236969,8048,1
C0236969,81035,1
C0236969,83938,1
C0236969,8412,1
C0236969,84247,1
C0236969,84668,1
C0236969,84871,1
C0236969,8569,1
C0236969,9128,1
C0236969,91752,1
C0236969,9271,1
C0236969,93664,1
C0236969,9369,1
C0236969,9465,1
C0236969,9547,1
C0236969,9557,1
C0236969,9748,1
C0002878,2056,1
C0002878,2539,1
C0002878,2729,1
C0002878,2821,1
C0002878,2936,1
C0002878,3043,1
C0002878,3162,1
C0002878,3440,1
C0002878,3704,1
C0002878,6521,1
C0002878,6710,1
C0002878,7167,1
C0003873,100506023,1
C0003873,10057,1
C0003873,10125,1
C0003873,101927437,1
C0003873,1021,1
C0003873,10257,1
C0003873,10274,1
C0003873,10586,1
C0003873,10628,1
C0003873,10665,1
C0003873,10666,1
C0003873,10678,1
C0003873,10745,1
C0003873,10956,1
C0003873,11102,1
C0003873,11170,1
C0003873,117289,1
C0003873,122618,1
C0003873,1235,1
C0003873,1244,1
C0003873,130540,1
C0003873,135,1
C0003873,1356,1
C0003873,1401,1
C0003873,1404,1
C0003873,1437,1
C0003873,1490,1
C0003873,1493,1
C0003873,150577,1
C0003873,1509,1
C0003873,151056,1
C0003873,156,1
C0003873,160364,1
C0003873,1656,1
C0003873,1687,1
C0003873,171425,1
C0003873,1719,1
C0003873,176,1
C0003873,177,1
C0003873,1776,1
C0003873,1803,1
C0003873,1827,1
C0003873,196,1
C0003873,200734,1
C0003873,2023,1
C0003873,2147,1
C0003873,219790,1
C0003873,2212,1
C0003873,221895,1
C0003873,22806,1
C0003873,2289,1
C0003873,23228,1
C0003873,23534,1
C0003873,2356,1
C0003873,23569,1
C0003873,23643,1
C0003873,23766,1
C0003873,240,1
C0003873,26147,1
C0003873,2618,1
C0003873,26191,1
C0003873,2625,1
C0003873,2638,1
C0003873,285704,1
C0003873,2870,1
C0003873,2920,1
C0003873,2974,1
C0003873,3059,1
C0003873,306,1
C0003873,3115,1
C0003873,3118,1
C0003873,3123,1
C0003873,3236,1
C0003873,3237,1
C0003873,3239,1
C0003873,326,1
C0003873,3290,1
C0003873,3394,1
C0003873,342132,1
C0003873,3458,1
C0003873,3486,1
C0003873,3491,1
C0003873,3516,1
C0003873,3553,1
C0003873,3557,1
C0003873,3559,1
C0003873,356,1
C0003873,3560,1
C0003873,3569,1
C0003873,3570,1
C0003873,3572,1
C0003873,3576,1
C0003873,3586,1
C0003873,3606,1
C0003873,3654,1
C0003873,3655,1
C0003873,3663,1
C0003873,3798,1
C0003873,3899,1
C0003873,3934,1
C0003873,4082,1
C0003873,412,1
C0003873,4204,1
C0003873,4218,1
C0003873,4261,1
C0003873,4282,1
C0003873,4313,1
C0003873,4319,1
C0003873,4321,1
C0003873,4353,1
C0003873,4520,1
C0003873,4524,1
C0003873,4688,1
C0003873,471,1
C0003873,4794,1
C0003873,4795,1
C0003873,4982,1
C0003873,50943,1
C0003873,5138,1
C0003873,51561,1
C0003873,51744,1
C0003873,5243,1
C0003873,53347,1
C0003873,5341,1
C0003873,5444,1
C0003873,5453,1
C0003873,54541,1
C0003873,54826,1
C0003873,54899,1
C0003873,55289,1
C0003873,55755,1
C0003873,5583,1
C0003873,5588,1
C0003873,55937,1
C0003873,55971,1
C0003873,56244,1
C0003873,5673,1
C0003873,56901,1
C0003873,57007,1
C0003873,5743,1
C0003873,5747,1
C0003873,57705,1
C0003873,5771,1
C0003873,57719,1
C0003873,5788,1
C0003873,5890,1
C0003873,5911,1
C0003873,5966,1
C0003873,597,1
C0003873,624,1
C0003873,633,1
C0003873,6355,1
C0003873,6366,1
C0003873,6372,1
C0003873,639,1
C0003873,640,1
C0003873,6441,1
C0003873,652,1
C0003873,652968,1
C0003873,653361,1
C0003873,654,1
C0003873,6556,1
C0003873,6583,1
C0003873,6611,1
C0003873,6648,1
C0003873,6772,1
C0003873,6775,1
C0003873,6821,1
C0003873,7090,1
C0003873,7097,1
C0003873,7112,1
C0003873,7124,1
C0003873,7127,1
C0003873,7128,1
C0003873,7185,1
C0003873,7189,1
C0003873,7297,1
C0003873,7422,1
C0003873,7852,1
C0003873,79016,1
C0003873,7917,1
C0003873,79258,1
C0003873,79722,1
C0003873,7980,1
C0003873,800,1
C0003873,8013,1
C0003873,81567,1
C0003873,81849,1
C0003873,8200,1
C0003873,8320,1
C0003873,84159,1
C0003873,84162,1
C0003873,847,1
C0003873,84709,1
C0003873,84752,1
C0003873,85313,1
C0003873,858,1
C0003873,860,1
C0003873,8604,1
C0003873,861,1
C0003873,8714,1
C0003873,8740,1
C0003873,8764,1
C0003873,8836,1
C0003873,90355,1
C0003873,9052,1
C0003873,9135,1
C0003873,914,1
C0003873,9145,1
C0003873,916,1
C0003873,921,1
C0003873,9308,1
C0003873,9355,1
C0003873,9370,1
C0003873,940,1
C0003873,9415,1
C0003873,9429,1
C0003873,9474,1
C0003873,958,1
C0003872,10758,1
C0003872,3107,1
C0003872,3576,1
C0003872,3593,1
C0003872,400957,1
C0003872,4049,1
C0003872,4210,1
C0003872,4843,1
C0003872,4929,1
C0003872,54620,1
C0003872,5966,1
C0003872,64127,1
C0003872,643749,1
C0003872,652,1
C0003872,7124,1
C0003872,860,1
C0003872,968,1
C0002871,10533,1
C0002871,113235,1
C0002871,142,1
C0002871,1437,1
C0002871,1440,1
C0002871,183,1
C0002871,2056,1
C0002871,2936,1
C0002871,30061,1
C0002871,3240,1
C0002871,3440,1
C0002871,3481,1
C0002871,3558,1
C0002871,3562,1
C0002871,374569,1
C0002871,4524,1
C0002871,51312,1
C0002871,538,1
C0002871,5617,1
C0002871,5741,1
C0002871,57817,1
C0002871,5972,1
C0002871,6648,1
C0002871,7124,1
C0002871,7298,1
C0002871,8797,1
C0002871,9474,1
C0206698,10232,1
C0206698,1956,1
C0206698,2064,1
C0206698,2263,1
C0206698,2778,1
C0206698,3417,1
C0206698,3418,1
C0206698,3569,1
C0206698,3845,1
C0206698,4089,1
C0206698,4843,1
C0206698,5178,1
C0206698,54894,1
C0206698,55193,1
C0206698,5566,1
C0206698,5567,1
C0206698,5743,1
C0206698,5774,1
C0206698,58508,1
C0206698,6092,1
C0206698,6528,1
C0206698,7157,1
C0206698,8289,1
C0206698,8314,1
C0206754,1027,1
C0206754,1616,1
C0206754,4221,1
C0206754,546,1
C0206754,5744,1
C0206754,673,1
C0206754,6751,1
C0206754,6752,1
C0206754,6753,1
C0206754,7298,1
C0024530,1012,1
C0024530,114609,1
C0024530,1154,1
C0024530,1378,1
C0024530,1401,1
C0024530,2213,1
C0024530,2532,1
C0024530,256892,1
C0024530,259197,1
C0024530,28,1
C0024530,2993,1
C0024530,2995,1
C0024530,3240,1
C0024530,3383,1
C0024530,4055,1
C0024530,4843,1
C0024530,493,1
C0024530,6521,1
C0024530,7124,1
C0024530,91752,1
C0024530,948,1
C0598608,113235,1
C0598608,1674,1
C0598608,27232,1
C0598608,29108,1
C0598608,4524,1
C0598608,4552,1
C0598608,4868,1
C0598608,5444,1
C0598608,7124,1
C0598608,834,1
C0598608,875,1
C0019693,10189,1
C0019693,10197,1
C0019693,10204,1
C0019693,1026,1
C0019693,10280,1
C0019693,10436,1
C0019693,10527,1
C0019693,10574,1
C0019693,10594,1
C0019693,10808,1
C0019693,10946,1
C0019693,10980,1
C0019693,10981,1
C0019693,1192,1
C0019693,1232,1
C0019693,1524,1
C0019693,1647,1
C0019693,1973,1
C0019693,1978,1
C0019693,213,1
C0019693,2208,1
C0019693,22948,1
C0019693,23198,1
C0019693,23411,1
C0019693,2971,1
C0019693,3068,1
C0019693,30835,1
C0019693,3106,1
C0019693,3107,1
C0019693,3240,1
C0019693,329,1
C0019693,330,1
C0019693,3313,1
C0019693,3315,1
C0019693,3320,1
C0019693,3326,1
C0019693,3329,1
C0019693,335,1
C0019693,3458,1
C0019693,3558,1
C0019693,3559,1
C0019693,3566,1
C0019693,3577,1
C0019693,3586,1
C0019693,3608,1
C0019693,3692,1
C0019693,3811,1
C0019693,3837,1
C0019693,393,1
C0019693,396,1
C0019693,397,1
C0019693,4067,1
C0019693,4150,1
C0019693,4153,1
C0019693,4193,1
C0019693,4927,1
C0019693,4953,1
C0019693,5265,1
C0019693,5479,1
C0019693,5685,1
C0019693,5686,1
C0019693,5687,1
C0019693,5692,1
C0019693,5699,1
C0019693,5702,1
C0019693,5705,1
C0019693,5709,1
C0019693,5714,1
C0019693,5719,1
C0019693,5720,1
C0019693,5721,1
C0019693,5727,1
C0019693,581,1
C0019693,5901,1
C0019693,5902,1
C0019693,6347,1
C0019693,6348,1
C0019693,6349,1
C0019693,6356,1
C0019693,6387,1
C0019693,6421,1
C0019693,6426,1
C0019693,64411,1
C0019693,6556,1
C0019693,6634,1
C0019693,6722,1
C0019693,6880,1
C0019693,7203,1
C0019693,7266,1
C0019693,7307,1
C0019693,7528,1
C0019693,80273,1
C0019693,85363,1
C0019693,8662,1
C0019693,8683,1
C0019693,9230,1
C0019693,940,1
C0019693,9531,1
C0019693,9861,1
C0019693,998,1
C0038013,100507436,1
C0038013,101929072,1
C0038013,118429,1
C0038013,149233,1
C0038013,196527,1
C0038013,23046,1
C0038013,3105,1
C0038013,3106,1
C0038013,3593,1
C0038013,51752,1
C0038013,5734,1
C0038013,64170,1
C0038013,7850,1
C0038013,864,1
C0038013,9755,1
C0010606,10847,1
C0010606,10933,1
C0010606,1387,1
C0010606,1462,1
C0010606,1612,1
C0010606,182,1
C0010606,2011,1
C0010606,2019,1
C0010606,2033,1
C0010606,2175,1
C0010606,2195,1
C0010606,221037,1
C0010606,2264,1
C0010606,2309,1
C0010606,23135,1
C0010606,23209,1
C0010606,23220,1
C0010606,23269,1
C0010606,23543,1
C0010606,23619,1
C0010606,23774,1
C0010606,259266,1
C0010606,2620,1
C0010606,2621,1
C0010606,26292,1
C0010606,27255,1
C0010606,27344,1
C0010606,284058,1
C0010606,29072,1
C0010606,29128,1
C0010606,2982,1
C0010606,3008,1
C0010606,3265,1
C0010606,3485,1
C0010606,358,1
C0010606,3645,1
C0010606,3691,1
C0010606,3852,1
C0010606,3866,1
C0010606,4082,1
C0010606,4602,1
C0010606,4603,1
C0010606,4613,1
C0010606,472,1
C0010606,4781,1
C0010606,4851,1
C0010606,50805,1
C0010606,51477,1
C0010606,51514,1
C0010606,51659,1
C0010606,5174,1
C0010606,51742,1
C0010606,5176,1
C0010606,5290,1
C0010606,53335,1
C0010606,54441,1
C0010606,54531,1
C0010606,546,1
C0010606,54756,1
C0010606,54880,1
C0010606,55294,1
C0010606,55534,1
C0010606,55783,1
C0010606,5591,1
C0010606,55914,1
C0010606,5605,1
C0010606,5728,1
C0010606,57419,1
C0010606,5834,1
C0010606,58508,1
C0010606,595,1
C0010606,63035,1
C0010606,64324,1
C0010606,6484,1
C0010606,653220,1
C0010606,6595,1
C0010606,6605,1
C0010606,6651,1
C0010606,6659,1
C0010606,6664,1
C0010606,672,1
C0010606,7153,1
C0010606,7157,1
C0010606,7403,1
C0010606,7994,1
C0010606,80303,1
C0010606,81029,1
C0010606,81831,1
C0010606,8243,1
C0010606,8289,1
C0010606,8332,1
C0010606,84159,1
C0010606,8823,1
C0010606,9223,1
C0010606,93986,1
C0010606,9454,1
C0010606,9700,1
C0010606,9863,1
C0010606,9874,1
C0010606,999,1
C3495559,100820829,1
C3495559,10769,1
C3495559,10810,1
C3495559,10826,1
C3495559,10950,1
C3495559,11252,1
C3495559,113,1
C3495559,1191,1
C3495559,122416,1
C3495559,1390,1
C3495559,139105,1
C3495559,146225,1
C3495559,1493,1
C3495559,150094,1
C3495559,153020,1
C3495559,157922,1
C3495559,1612,1
C3495559,1647,1
C3495559,1649,1
C3495559,1839,1
C3495559,1843,1
C3495559,1844,1
C3495559,1846,1
C3495559,1950,1
C3495559,1958,1
C3495559,196441,1
C3495559,1998,1
C3495559,200315,1
C3495559,2017,1
C3495559,203228,1
C3495559,2120,1
C3495559,2209,1
C3495559,221037,1
C3495559,22864,1
C3495559,23043,1
C3495559,23074,1
C3495559,23080,1
C3495559,23093,1
C3495559,23166,1
C3495559,2353,1
C3495559,2354,1
C3495559,2355,1
C3495559,23764,1
C3495559,239,1
C3495559,25816,1
C3495559,26037,1
C3495559,27086,1
C3495559,2766,1
C3495559,2791,1
C3495559,2812,1
C3495559,283131,1
C3495559,2919,1
C3495559,3012,1
C3495559,3084,1
C3495559,3310,1
C3495559,340205,1
C3495559,3480,1
C3495559,353514,1
C3495559,3557,1
C3495559,366,1
C3495559,3674,1
C3495559,3693,1
C3495559,3725,1
C3495559,374,1
C3495559,3772,1
C3495559,3845,1
C3495559,4026,1
C3495559,4088,1
C3495559,4133,1
C3495559,4478,1
C3495559,473,1
C3495559,4929,1
C3495559,4973,1
C3495559,5008,1
C3495559,51320,1
C3495559,51338,1
C3495559,51741,1
C3495559,5187,1
C3495559,5239,1
C3495559,5329,1
C3495559,5352,1
C3495559,54502,1
C3495559,54757,1
C3495559,55,1
C3495559,55500,1
C3495559,5594,1
C3495559,5627,1
C3495559,60685,1
C3495559,64224,1
C3495559,6515,1
C3495559,6556,1
C3495559,6774,1
C3495559,6786,1
C3495559,6934,1
C3495559,694,1
C3495559,7027,1
C3495559,7035,1
C3495559,7057,1
C3495559,7130,1
C3495559,7280,1
C3495559,732,1
C3495559,7324,1
C3495559,7844,1
C3495559,7852,1
C3495559,800,1
C3495559,8013,1
C3495559,81565,1
C3495559,8291,1
C3495559,8339,1
C3495559,83699,1
C3495559,8379,1
C3495559,84281,1
C3495559,84441,1
C3495559,84519,1
C3495559,84909,1
C3495559,84981,1
C3495559,85413,1
C3495559,8794,1
C3495559,926,1
C3495559,929,1
C3495559,9308,1
C3495559,9314,1
C3495559,9334,1
C3495559,9468,1
C3495559,9690,1
C3495559,9788,1
C3495559,9873,1
C3495559,9886,1
C0027659,10140,1
C0027659,1019,1
C0027659,1728,1
C0027659,196,1
C0027659,2026,1
C0027659,2064,1
C0027659,2149,1
C0027659,22827,1
C0027659,25,1
C0027659,3082,1
C0027659,30834,1
C0027659,3265,1
C0027659,3274,1
C0027659,3458,1
C0027659,3558,1
C0027659,3592,1
C0027659,3593,1
C0027659,3832,1
C0027659,3845,1
C0027659,405,1
C0027659,407041,1
C0027659,4893,1
C0027659,5111,1
C0027659,5621,1
C0027659,574511,1
C0027659,595,1
C0027659,5970,1
C0027659,613,1
C0027659,6678,1
C0027659,6696,1
C0027659,682,1
C0027659,7124,1
C0027659,7422,1
C0027659,8725,1
C0027659,8743,1
C0027658,1761,1
C0027658,1911,1
C0027658,2067,1
C0027658,2072,1
C0027658,359787,1
C0027658,4254,1
C0027658,5460,1
C0027658,55729,1
C0027658,6337,1
C0027658,6515,1
C0027658,79923,1
C0027658,928,1
C0027658,9573,1
C0002171,102723878,1
C0002171,1493,1
C0002171,154064,1
C0002171,25824,1
C0002171,2833,1
C0002171,3559,1
C0002171,3627,1
C0002171,4283,1
C0002171,55014,1
C0002171,64375,1
C0002171,79465,1
C0002170,100188784,1
C0002170,1244,1
C0002170,1392,1
C0002170,142,1
C0002170,23328,1
C0002170,23476,1
C0002170,367,1
C0002170,4524,1
C0002170,54503,1
C0002170,55806,1
C0002170,6716,1
C0002170,6832,1
C0002170,7421,1
C0002170,7538,1
C0002170,8797,1
C0428977,10911,1
C0428977,11188,1
C0428977,1129,1
C0428977,134,1
C0428977,1392,1
C0428977,1565,1
C0428977,1813,1
C0428977,183,1
C0428977,1906,1
C0428977,1907,1
C0428977,1908,1
C0428977,2641,1
C0428977,2771,1
C0428977,2796,1
C0428977,3350,1
C0428977,3827,1
C0428977,3972,1
C0428977,4922,1
C0428977,5173,1
C0428977,5443,1
C0428977,5617,1
C0428977,6863,1
C0428977,6869,1
C0428977,7200,1
C0009447,115650,1
C0009447,1380,1
C0009447,23495,1
C0009447,29851,1
C0009447,4790,1
C0009447,4791,1
C0009447,5580,1
C0009447,8742,1
C0009447,930,1
C0009447,931,1
C0009447,975,1
C0009447,987,1
C0017658,133,1
C0017658,1674,1
C0017658,1675,1
C0017658,183,1
C0017658,2099,1
C0017658,213,1
C0017658,2833,1
C0017658,3458,1
C0017658,3553,1
C0017658,3558,1
C0017658,3559,1
C0017658,3569,1
C0017658,3576,1
C0017658,3586,1
C0017658,3606,1
C0017658,3727,1
C0017658,406892,1
C0017658,406903,1
C0017658,4803,1
C0017658,4868,1
C0017658,5443,1
C0017658,5468,1
C0017658,6346,1
C0017658,6347,1
C0017658,6348,1
C0017658,6351,1
C0017658,6352,1
C0017658,6354,1
C0017658,7124,1
C0017658,7490,1
C0001973,10150,1
C0001973,10243,1
C0001973,1136,1
C0001973,1138,1
C0001973,125,1
C0001973,126,1
C0001973,1312,1
C0001973,145858,1
C0001973,1571,1
C0001973,217,1
C0001973,23552,1
C0001973,2488,1
C0001973,2550,1
C0001973,2555,1
C0001973,2566,1
C0001973,2626,1
C0001973,2678,1
C0001973,2693,1
C0001973,27340,1
C0001973,3356,1
C0001973,347735,1
C0001973,3972,1
C0001973,4852,1
C0001973,4887,1
C0001973,4988,1
C0001973,50833,1
C0001973,5142,1
C0001973,5173,1
C0001973,54622,1
C0001973,55213,1
C0001973,55825,1
C0001973,5726,1
C0001973,63876,1
C0001973,6462,1
C0001973,6532,1
C0001973,6622,1
C0001973,6869,1
C0001973,6870,1
C0001973,7018,1
C0001973,886,1
C0001973,9095,1
C0273115,1543,1
C0273115,1544,1
C0273115,196,1
C0273115,1999,1
C0273115,2252,1
C0273115,23411,1
C0273115,3162,1
C0273115,3371,1
C0273115,3569,1
C0273115,4311,1
C0273115,4803,1
C0273115,4914,1
C0273115,6347,1
C0273115,6348,1
C0273115,6351,1
C0273115,7039,1
C0273115,7099,1
C0273115,7124,1
C0273115,7132,1
C0273115,80310,1
C1136249,10084,1
C1136249,11141,1
C1136249,116442,1
C1136249,139411,1
C1136249,1741,1
C1136249,186,1
C1136249,2245,1
C1136249,23229,1
C1136249,2664,1
C1136249,282808,1
C1136249,4128,1
C1136249,4983,1
C1136249,546,1
C1136249,57526,1
C1136249,641339,1
C1136249,65109,1
C1136249,6535,1
C1136249,6855,1
C1136249,7552,1
C1136249,7592,1
C1136249,79742,1
C1136249,8573,1
C0038454,1636,1
C0038454,1906,1
C0038454,196743,1
C0038454,213,1
C0038454,2147,1
C0038454,2153,1
C0038454,217,1
C0038454,2833,1
C0038454,335,1
C0038454,3360,1
C0038454,3383,1
C0038454,3553,1
C0038454,3557,1
C0038454,3569,1
C0038454,3613,1
C0038454,3659,1
C0038454,3674,1
C0038454,3685,1
C0038454,3690,1
C0038454,4018,1
C0038454,4524,1
C0038454,463,1
C0038454,4843,1
C0038454,5144,1
C0038454,5327,1
C0038454,5328,1
C0038454,54498,1
C0038454,5563,1
C0038454,5743,1
C0038454,6647,1
C0038454,7040,1
C0038454,7124,1
C0038454,7291,1
C0038454,7351,1
C0038454,79001,1
C0038454,7941,1
C0038454,92369,1
C0038454,9734,1
C0019284,1080,1
C0019284,183,1
C0019284,1906,1
C0019284,1909,1
C0019284,1910,1
C0019284,2006,1
C0019284,2247,1
C0019284,23414,1
C0019284,2626,1
C0019284,2627,1
C0019284,2697,1
C0019284,3170,1
C0019284,3202,1
C0019284,3213,1
C0019284,3383,1
C0019284,3479,1
C0019284,3481,1
C0019284,3569,1
C0019284,362,1
C0019284,3737,1
C0019284,3745,1
C0019284,3778,1
C0019284,4036,1
C0019284,4846,1
C0019284,4878,1
C0019284,64220,1
C0019284,6439,1
C0019284,6440,1
C0019284,652,1
C0019284,6586,1
C0019284,7026,1
C0019284,7040,1
C0019284,7055,1
C0019284,7067,1
C0019284,7068,1
C0019284,7080,1
C0019284,7124,1
C0019284,7345,1
C0019284,7412,1
C0019284,7490,1
C0019284,8817,1
C0282612,1027,1
C0282612,1786,1
C0282612,2099,1
C0282612,2100,1
C0282612,2950,1
C0282612,367,1
C0282612,4502,1
C0282612,5292,1
C0282612,5728,1
C0282612,7155,1
C0282612,999,1
C0751617,2253,1
C0751617,2619,1
C0751617,2736,1
C0751617,28514,1
C0751617,4838,1
C0751617,50937,1
C0751617,5727,1
C0751617,6469,1
C0751617,6496,1
C0751617,6997,1
C0751617,7050,1
C0751617,7546,1
C0751617,84976,1
C0751617,8928,1
C0035258,100188812,1
C0035258,100188813,1
C0035258,100188839,1
C0035258,100302512,1
C0035258,100302561,1
C0035258,114781,1
C0035258,192142,1
C0035258,4211,1
C0035258,450097,1
C0035258,5443,1
C0035258,5607,1
C0035258,5789,1
C0035258,643714,1
C0035258,7018,1
C1142166,10008,1
C1142166,10021,1
C1142166,23171,1
C1142166,23493,1
C1142166,3752,1
C1142166,3764,1
C1142166,54795,1
C1142166,55800,1
C1142166,6324,1
C1142166,6331,1
C1142166,6336,1
C1142166,775,1
C1142166,781,1
C1142166,783,1
C1142166,7871,1
C0013990,10516,1
C0013990,348,1
C0013990,4780,1
C0013990,4843,1
C0013990,5265,1
C0013990,5520,1
C0013990,5522,1
C0013990,5525,1
C0013990,636,1
C0013990,7157,1
C0013990,9365,1
C0018671,1050,1
C0018671,1440,1
C0018671,1806,1
C0018671,1956,1
C0018671,2195,1
C0018671,23532,1
C0018671,2876,1
C0018671,2922,1
C0018671,374,1
C0018671,4118,1
C0018671,5594,1
C0018671,5595,1
